Unnamed: 0.1,Unnamed: 0,Timestamp,Component_Name,Part_Number,Description,Quantity,Material,Supplier,Unit_Cost,Lead_Time,Criticality,Source_of_Supply,Revision_Level,Manufacturing_Process,Quality_Standards,Testing_Requirements,Assembly_Instructions,Subassembly_Level,Weight,Packaging_Information,Environmental_Compliance,Safety_Considerations,Demand
15,100,2027-05-01 08:00:00,HGA-001,11223,Robot arm and wafer chuck,1,"Copper, Ceramic",Vendor Z,500,8 weeks,Medium,External,A.2,Electronic Assembly,SEMI S567,Ultrasonic Testing,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",Safety interlocks during handling,123.0
84,74,2029-12-01 08:00:00,CCM-001,43104,Atomic Force Microscope Attachment,1,Titanium,Vendor XYZ,30000,10 weeks,Low,External,A.1,Nanoparticle Deposition,ISO 14001,Ultrasonic Testing,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
100,89,2027-12-01 08:00:00,TSP-002,25323,Robot arm and wafer chuck,1,"Stainless Steel, Glass",Vendor JJ,500,16 weeks,High,External,A.3,Valve Assembly,SEMI S567,Electromagnetic Compatibility Test,Provided by vendor,Level 1,122.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,8.0
16,0,2030-06-01 08:00:00,THZ-001,99002,Fourier Transform Spectrometer Module,1,Stainless Steel,Vendor C,500,12 weeks,Medium,External,A.1,RMS Integration,SEMI S678,Deposition Uniformity Test,Provided by vendor,Level 1,137.0,Custom crate,"RoHS, REACH",-,8.0
89,71,2029-08-01 08:00:00,ACP-001,99002,Hydrogen Gas Activation Unit,1,"Copper, Ceramic",Vendor JJ,4043,12 weeks,High,External,A.3,SPS Integration,SEMI S567,Helium Leak Test,Provided by vendor,Level 2,163.0,Custom crate,"RoHS, REACH",-,198.0
24,81,2026-05-01 08:00:00,PRA-001,54578,Time-of-Flight Mass Spectrometry Module,1,Stainless Steel,Vendor BBB,500,10 weeks,High,External,A.2,Advanced Plasma Generation,SEMI S345,Pressure Calibration,Provided by vendor,Level 1,155.0,Custom packaging,"RoHS, REACH",-,120.0
100,100,2029-01-01 08:00:00,RFI-002,40266,Gas purification and filtration,1,Tungsten,Vendor XX,12674,8 weeks,Medium,External,A.2,LDS Assembly,SEMI S345,Vaporization Rate Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,53.0
59,100,2023-01-01 08:00:00,RFQ-002,11223,Data Acquisition System,1,"Titanium, Glass",Vendor C,30000,6 weeks,Medium,External,A.1,Advanced Plasma Generation,SEMI S678,Pressure Calibration,Provided by vendor,Level 1,6.0,Custom crate,"RoHS, REACH",-,28.0
100,0,2025-12-01 08:00:00,PCU-002,99002,Cathode Voltage Limiter,1,"Zinc Sulfide, Aluminum",Vendor C,500,12 weeks,Medium,External,A.3,CNC Machining,SEMI S345,Electrical Tests,Provided by vendor,Level 2,148.0,Custom crate,"RoHS, REACH",-,137.0
36,100,2027-02-01 08:00:00,TCU-002,39393,Gas Cylinder for GC Module,1,"Titanium, Glass",Vendor K,5288,10 weeks,Low,External,A.2,Controller Assembly,SEMI S567,Voltage Modulation Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,137.0
15,93,2023-07-01 08:00:00,ESR-002,43805,Thermal Stability Probe,1,"Copper, Ceramic",Vendor UU,500,18 weeks,Medium,External,A.2,TOF-MS Integration,SEMI S234,Coating Uniformity Test,Provided by vendor,Level 1,134.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
100,54,2029-06-01 08:00:00,TCU-002,78748,Robot arm and wafer chuck,1,Tungsten,Vendor L,17543,10 weeks,Medium,External,A.1,MEMS Fabrication,SEMI S456,Visual Inspection,Provided by vendor,Level 1,108.0,Custom packaging,"RoHS, REACH",Safety interlocks during maintenance,68.0
27,74,2025-06-01 08:00:00,IMS-002,35721,High-performance vacuum system,1,Aluminum,Vendor SS,500,10 weeks,High,External,A.3,AFM Integration,SEMI S456,Flow Control Tests,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",-,95.0
69,86,2026-07-01 08:00:00,AFR-002,99002,Ion Milling System,1,Plastic,Vendor XX,30000,20 weeks,Medium,External,A.1,Photolithography Integration,SEMI S345,Plasma Uniformity Test,Provided by vendor,Level 2,170.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
0,22,2029-05-01 08:00:00,LDP-002,11223,Extreme Ultraviolet Light Source,1,"Aluminum Alloy, Glass",Vendor EEE,30000,10 weeks,Medium,External,A.3,Automated Loading,SEMI S345,Visual Inspection,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",-,107.0
93,43,2029-04-01 08:00:00,LBC-002,99002,Scanning Probe Microscopy System,1,"Gold, Quartz",Vendor FFF,30000,8 weeks,High,External,A.3,EMS Integration,SEMI S345,Performance Test,Provided by vendor,Level 1,166.0,Custom crate,"RoHS, REACH",-,49.0
100,100,2028-04-01 08:00:00,LC-002,11223,Remote Monitoring System,1,Ceramic,Vendor H,500,12 weeks,Medium,External,A.3,HPS Integration,SEMI S345,Robotic Tests,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,240.0
95,54,2025-10-01 08:00:00,PMS-001,18498,Fourier Transform Infrared Spectroscopy Module,1,"Copper, Ceramic",Vendor C,10267,8 weeks,High,External,A.2,CMP Technology,SEMI S345,Ellipsometry Accuracy Test,Provided by vendor,Level 2,168.0,Custom packaging,"RoHS, REACH",-,70.0
10,91,2026-05-01 08:00:00,MFM-002,36994,Robot arm and wafer chuck,1,Stainless Steel,Vendor U,30000,12 weeks,Low,External,A.2,DAS Integration,SEMI S567,Spectral Analysis Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,113.0
71,91,2029-05-01 08:00:00,VS-002,70980,Valve for Gas Distribution,1,"Titanium, Polypropylene",Vendor G,23910,6 weeks,Medium,External,A.1,PAS Integration,SEMI S678,Leak Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
100,48,2023-10-01 08:00:00,PLD-001,25678,Data Acquisition System,1,Inconel,Vendor J,500,8 weeks,Low,External,B.1,Quartz Fabrication,SEMI S567,Data Accuracy Test,Provided by vendor,Level 1,41.0,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,39.0
32,100,2026-09-01 08:00:00,EUV-001,99002,Coolant Purification System,1,Aluminum Alloy,Vendor T,500,16 weeks,High,External,B.2,GC Integration,SEMI S567,Gas Flow Stability Test,Provided by vendor,Level 1,141.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,8.0
100,100,2029-10-01 08:00:00,EUV-001,37702,Lid for chamber,1,Software,Vendor VV,500,10 weeks,High,External,B.2,Hydrogen Activation Process,SEMI S345,Deposition Uniformity Test,Provided by vendor,Level 1,143.0,Custom packaging,"RoHS, REACH",-,129.0
81,42,2028-03-01 08:00:00,PCS-002,63267,Nanoparticle Deposition Module,1,"Titanium, Glass",Vendor AAA,29462,22 weeks,Medium,External,B.2,Injection Molding,SEMI S567,Functional Tests,Provided by vendor,Level 1,155.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,8.0
100,28,2024-09-01 08:00:00,RTS-001,11223,Specialized chamber for etching process,1,Copper,Vendor W,11628,14 weeks,High,External,A.1,SPS Integration,SEMI S234,Spectral Analysis Test,Provided by vendor,Level 2,148.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,83.0
0,59,2030-03-01 08:00:00,WLS-002,34170,Valve for Gas Distribution,1,"Ferrite, Copper",Vendor WW,11823,16 weeks,High,External,A.2,CVL Integration,ISO 9001,Separation Efficiency Test,Provided by vendor,Level 1,174.0,Custom crate,"RoHS, REACH",-,176.0
65,83,2029-05-01 08:00:00,PCU-002,68888,Dynamic Temperature Profiler,1,"Aluminum Alloy, Ceramic",Vendor D,14875,14 weeks,Medium,External,B.2,IMS Integration,SEMI S789,Separation Efficiency Test,Provided by vendor,Level 2,60.0,Custom packaging,"RoHS, REACH",-,101.0
82,95,2028-08-01 08:00:00,IMS-002,93111,Fault Tolerance System,1,Aluminum,Vendor DDD,17866,16 weeks,High,External,A.2,Electronics Integration,SEMI S567,Vacuum Integrity Test,Provided by vendor,Level 2,27.0,Custom packaging,"RoHS, REACH",Safety interlocks during maintenance,29.0
86,83,2023-07-01 08:00:00,PSU-002,25658,Electron Microscopy System,1,Stainless Steel,Vendor YY,500,10 weeks,High,External,B.2,RFS Integration,SEMI S234,Mass Accuracy Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,240.0
45,4,2029-08-01 08:00:00,RFQ-002,11223,High-Flow Sampling System,1,Ceramic,Vendor CCC,6804,22 weeks,Medium,External,A.1,SPA Integration,SEMI S890,Pressure Uniformity Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,8.0
100,84,2029-04-01 08:00:00,PHOTO-002,11223,Spectroscopic Ellipsometry Module,1,Aluminum Alloy,Vendor U,9430,15 weeks,Medium,External,A.2,LPC Integration,SEMI S345,Gas Flow Stability Test,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",-,64.0
19,91,2025-05-01 08:00:00,ACU-002,11223,Control System Unit,1,Mercury Vapor,Vendor C,28792,22 weeks,Medium,External,A.2,EMF Integration,ISO 9001,Plasma Uniformity Test,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",-,191.0
14,91,2023-04-01 08:00:00,GC-003,11623,Electrostatic Magnetic Field Module,1,"Stainless Steel, Glass",Vendor TT,30000,15 weeks,High,External,A.2,MAS Integration,SEMI S345,Temperature Stability Test,Provided by vendor,Level 2,2.0,Custom crate,"RoHS, REACH",-,197.0
25,100,2026-06-01 08:00:00,SPA-001,99002,High-Voltage Modulator,1,Ceramic,Vendor RR,500,20 weeks,High,External,A.2,MAS Integration,SEMI S567,Ion Energy Distribution,Provided by vendor,Level 1,158.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
100,79,2029-08-01 08:00:00,SPA-001,92561,Cathode Voltage Limiter,1,Plastic,Vendor B,500,12 weeks,High,External,A.1,GDU Assembly,SEMI S567,Resolution Test,Provided by vendor,Level 1,84.0,Custom packaging,"RoHS, REACH",-,145.0
96,45,2024-06-01 08:00:00,VLC-002,16735,Cathode Voltage Limiter,1,"Quartz, Aluminum",Vendor XX,500,6 weeks,High,External,A.1,Precision Machining,SEMI S345,Resolution Test,Provided by vendor,Level 1,94.0,Custom crate,"RoHS, REACH",-,25.0
100,65,2028-01-01 08:00:00,LSM-002,54687,Plasma Control Software System,1,Titanium,Vendor C,500,12 weeks,Medium,External,A.1,EMS Integration,SEMI S890,Resonance Frequency Test,Provided by vendor,Level 1,17.0,Custom crate,"RoHS, REACH",-,8.0
100,60,2027-10-01 08:00:00,TES-002,13380,Pressure Sensing Device,1,Stainless Steel,Vendor C,500,12 weeks,High,External,B.1,Cylinder Filling,SEMI S234,Pressure Calibration,Provided by vendor,Level 1,39.0,Custom crate,"RoHS, REACH",-,132.0
100,100,2025-07-01 08:00:00,PRA-001,89034,Advanced Plasma Source,1,"Ferrite, Copper",Vendor O,500,8 weeks,High,External,A.2,ESR Integration,SEMI S567,Nanoparticle Size Analysis,Provided by vendor,Level 1,39.0,Custom crate,"RoHS, REACH",-,240.0
100,100,2026-07-01 08:00:00,GPS-002,66962,Scanning Probe Microscopy System,1,Aluminum Alloy,Vendor BB,500,12 weeks,Medium,External,B.2,MFM Integration,SEMI S567,Spectral Resolution Test,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",-,72.0
61,79,2030-04-01 08:00:00,WLS-002,11223,Hydrogen Gas Activation Unit,1,"Titanium, Glass",Vendor W,30000,8 weeks,Low,External,A.1,Sensing Device Assembly,SEMI S567,Mass Spectrometry Test,Provided by vendor,Level 1,7.0,Digital delivery,"RoHS, REACH",Safety interlocks during operation,194.0
21,100,2025-06-01 08:00:00,CST-001,81340,Mass Spectrometer Interface,1,"Stainless Steel, Glass",Vendor EEE,500,8 weeks,Medium,External,A.2,Precision Machining,SEMI S567,Spectral Analysis Test,Provided by vendor,Level 1,178.0,Custom crate,"RoHS, REACH",-,240.0
9,100,2023-09-01 08:00:00,CVL-002,11223,Fourier Transform Infrared Spectroscopy Module,1,Stainless Steel,Vendor H,6989,12 weeks,High,External,A.3,Pressure Gauge Assembly,SEMI S567,Calibration Tests,Provided by vendor,Level 1,31.0,Custom packaging,"RoHS, REACH",-,173.0
100,100,2029-03-01 08:00:00,EMC-003,65771,Plasma Control System,1,Electronic Components,Vendor Q,1278,12 weeks,Medium,External,B.1,CPS Integration,SEMI S345,Vacuum Integrity Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,136.0
96,100,2029-11-01 08:00:00,GSU-001,11223,Photolithography Enhancement Unit,1,Silicon,Vendor WW,500,10 weeks,High,External,A.1,Thermal Evaporation Process,SEMI S123,Spectral Analysis Test,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,8.0
15,19,2026-10-01 08:00:00,APS-002,99002,Robot arm and wafer chuck,1,Zinc Selenide,Vendor SS,500,6 weeks,Medium,External,B.2,ACP Integration,SEMI S567,Leak Test,Provided by vendor,Level 2,124.0,Custom crate,"RoHS, REACH",-,69.0
85,89,2026-10-01 08:00:00,DAS-002,11223,Dynamic Temperature Profiler,1,Stainless Steel,Vendor W,24602,10 weeks,High,External,B.2,LVD Assembly,ISO 9001,Image Resolution Test,Provided by vendor,Level 2,147.0,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,8.0
27,86,2026-07-01 08:00:00,PRA-001,11223,Control System Unit,1,Stainless Steel,Vendor K,500,10 weeks,Medium,External,A.2,PLD Integration,SEMI S567,Acoustic Wave Control Test,Provided by vendor,Level 1,33.0,Custom packaging,"RoHS, REACH",-,240.0
23,14,2027-10-01 08:00:00,PAS-002,99002,Coolant Purification System,1,Stainless Steel,Vendor WW,500,8 weeks,High,External,A.2,IMS Integration,SEMI S234,Purification Efficiency Test,Provided by vendor,Level 2,19.0,Custom packaging,"RoHS, REACH",-,61.0
35,66,2030-01-01 08:00:00,PMS-001,99002,High-performance vacuum system,1,"Silicon, Plastic",Vendor L,28520,16 weeks,High,External,A.3,Integration of Components,SEMI S567,Mass Spectrometry Test,Provided by vendor,Level 2,200.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,223.0
85,65,2027-01-01 08:00:00,EMC-003,54978,Plasma Power Supply,1,"Ceramic, Titanium",Vendor M,500,10 weeks,Medium,External,A.1,HVM Integration,SEMI S234,Reactive Ionization Test,Provided by vendor,Level 1,77.0,Custom crate,"RoHS, REACH",-,111.0
100,100,2025-03-01 08:00:00,IMS-002,32324,High-Voltage Modulator,1,Stainless Steel,Vendor Q,30000,8 weeks,Medium,External,A.2,Remote Plasma Technology,SEMI S567,Milling Efficiency Test,Provided by vendor,Level 2,157.0,Custom packaging,"RoHS, REACH",-,175.0
37,33,2027-08-01 08:00:00,SPA-001,77281,Gas Cylinder for GC Module,1,"Ferrite, Copper",Vendor W,30000,12 weeks,Medium,External,A.2,Flow Rate Calibration,SEMI S456,Separation Efficiency Test,Provided by vendor,Level 1,126.0,Custom packaging,"RoHS, REACH",-,26.0
37,91,2026-08-01 08:00:00,ACU-002,99002,Coolant Purification System,1,"Plastic, Stainless Steel",Vendor CC,30000,15 weeks,Medium,External,A.2,AFR Integration,SEMI S567,Voltage Modulation Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,193.0
10,68,2026-12-01 08:00:00,PCB-002,99002,Plasma Cleaning Brush Unit,1,"Steel, Plastic",Vendor M,30000,22 weeks,High,External,A.1,PRA Integration,SEMI S234,Spectral Resolution Test,Provided by vendor,Level 1,26.0,Custom packaging,"RoHS, REACH",-,8.0
0,0,2027-03-01 08:00:00,APS-002,11223,Mid-Infrared Spectroscopy Module,1,"Copper, Ceramic",Vendor B,26326,4 weeks,High,External,A.2,Coil Assembly,SEMI S345,Spectral Analysis Test,Provided by vendor,Level 2,106.0,Custom packaging,"RoHS, REACH",-,80.0
96,64,2028-10-01 08:00:00,APS-002,99002,Laser Spectroscopy Module,1,"Ferrite, Copper",Vendor BB,18083,22 weeks,High,External,A.2,Plasma Brush Technology,SEMI S567,Magnetic Field Uniformity Test,Provided by vendor,Level 2,50.0,Custom packaging,"RoHS, REACH",-,166.0
90,92,2025-09-01 08:00:00,FTS-002,43020,Closed-loop coolant system,1,Stainless Steel,Vendor D,30000,14 weeks,High,External,A.1,"CNC Machining, Welding",SEMI S678,Deposition Uniformity Test,Provided by vendor,Level 2,122.0,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,193.0
65,81,2024-02-01 08:00:00,RTS-001,11223,Low-Pressure Chamber Module,1,Ceramic,Vendor C,30000,10 weeks,Low,External,A.3,Plasma Brush Technology,SEMI S567,Thermal Stability Tests,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,219.0
40,100,2024-11-01 08:00:00,PSU-002,69556,Cathode Voltage Limiter,1,Stainless Steel,Vendor S,500,14 weeks,High,External,B.1,CNC Machining,SEMI S567,Robotic Tests,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,8.0
100,100,2028-03-01 08:00:00,VAL-002,17992,Electrostatic Magnetic Field Module,1,Inconel,Vendor UU,26161,18 weeks,Low,External,A.2,Flow Rate Calibration,SEMI S234,Polishing Uniformity Test,Provided by vendor,Level 1,126.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,55.0
93,9,2025-10-01 08:00:00,ACP-001,66612,Liquid Vaporizer Device,1,"Aluminum Alloy, Ceramic",Vendor I,500,12 weeks,High,External,A.1,Nanoparticle Deposition,SEMI S789,Electrical Tests,Provided by vendor,Level 1,2.0,Custom crate,"RoHS, REACH",-,87.0
0,100,2030-04-01 08:00:00,GPS-002,39942,Time-of-Flight Mass Spectrometry Module,1,"Zinc Sulfide, Aluminum",Vendor U,5235,8 weeks,Medium,External,B.2,FTIR Spectroscopy Integration,SEMI S456,Separation Efficiency Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,8.0
28,90,2030-06-01 08:00:00,LSM-002,68300,Ion Implantation Module,1,Quartz,Vendor T,500,12 weeks,Low,External,A.2,FTS Integration,SEMI S234,Temperature Profile Test,Provided by vendor,Level 2,107.0,Custom crate,"RoHS, REACH",-,240.0
38,93,2026-12-01 08:00:00,GSU-001,11223,Electromagnetic Coil,1,Electronic Components,Vendor XX,30000,10 weeks,Medium,External,A.1,Software Development,SEMI S567,Resolution Test,Provided by vendor,Level 1,2.0,Custom packaging,"RoHS, REACH",-,240.0
100,100,2023-07-01 08:00:00,GDU-002,11223,Liquid Vaporizer Device,1,Software,Vendor MM,24411,10 weeks,Medium,External,A.3,Vacuum Sealing,SEMI S567,Spectral Resolution Test,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",-,130.0
100,38,2024-08-01 08:00:00,TES-002,66938,Micro-Etching Module,1,"Copper, Ceramic",Vendor RR,500,4 weeks,High,External,A.1,TCU Integration,SEMI S345,Pressure Calibration,Provided by vendor,Level 1,60.0,Custom packaging,"RoHS, REACH",-,208.0
35,77,2028-03-01 08:00:00,THZ-001,60805,Dielectric Barrier Discharge Unit,1,"Quartz, Aluminum",Vendor BBB,30000,8 weeks,High,External,A.3,MSI Integration,SEMI S678,Coating Uniformity Test,Provided by vendor,Level 1,151.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,111.0
49,30,2023-06-01 08:00:00,NANO-002,67907,Control System Unit,1,"Aluminum Alloy, Ceramic",Vendor A,13508,8 weeks,High,External,A.2,Integration of Components,SEMI S567,Pressure Calibration,Provided by vendor,Level 2,175.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,157.0
100,64,2030-04-01 08:00:00,DAC-002,76238,Robot arm and wafer chuck,1,Aluminum Alloy,Vendor U,1548,8 weeks,Medium,External,B.1,LC Integration,SEMI S567,Software Testing,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",-,110.0
100,0,2030-06-01 08:00:00,FCM-002,39677,Calibration Kit,1,Plastic,Vendor C,500,18 weeks,High,External,A.1,Photolithography Integration,SEMI S567,Atmospheric Control Tests,Provided by vendor,Level 1,140.0,Custom crate,"RoHS, REACH",Safety interlocks during operation,25.0
100,94,2023-10-01 08:00:00,FTIR-001,78395,Coolant Purification System,1,Stainless Steel,Vendor D,30000,12 weeks,Medium,External,A.2,MIR Spectroscopy Integration,SEMI S345,Magnetic Field Strength Test,Provided by vendor,Level 2,93.0,Custom packaging,"RoHS, REACH",Safety interlocks during operation,153.0
100,85,2029-05-01 08:00:00,MAS-002,90546,Lid for chamber,1,Plastic,Vendor Z,21245,10 weeks,High,External,A.1,FTIR Spectroscopy Integration,SEMI S234,Flow Rate Test,Provided by vendor,Level 1,167.0,Custom crate,"RoHS, REACH",Safety interlocks during lid opening,50.0
100,100,2030-01-01 08:00:00,VLC-002,58874,High-Voltage Supply,1,"Copper, Magnetic Alloy",Vendor KK,500,12 weeks,Medium,External,A.1,DTP Integration,SEMI S567,Purification Efficiency Test,Provided by vendor,Level 2,163.0,Custom packaging,"RoHS, REACH",-,189.0
100,100,2027-07-01 08:00:00,GC-002,11223,Fourier Transform Infrared Spectroscopy Module,1,"Quartz, Plastic",Vendor E,1973,12 weeks,Medium,External,A.1,CNC Machining,SEMI S345,Thermal Control Tests,Provided by vendor,Level 1,14.0,Custom packaging,"RoHS, REACH",-,223.0
30,52,2024-06-01 08:00:00,NANO-002,74302,Time-of-Flight Mass Spectrometry Module,1,Polypropylene,Vendor XX,30000,14 weeks,Medium,External,A.2,Valve Assembly,SEMI S345,Helium Leak Test,Provided by vendor,Level 2,2.0,Custom packaging,"RoHS, REACH",-,89.0
