Unnamed: 0,Timestamp,Component_Name,Part_Number,Description,Quantity,Material,Supplier,Unit_Cost,Lead_Time,Criticality,Source_of_Supply,Revision_Level,Manufacturing_Process,Quality_Standards,Testing_Requirements,Assembly_Instructions,Subassembly_Level,Weight,Packaging_Information,Environmental_Compliance,Safety_Considerations,Demand
58,2023-06-01 08:00:00,UTS-002,99001,Gas Chromatography Module,1,"Ferrite, Copper",Vendor II,5000,14 weeks,Medium,External,A.1,Ultrasonic Testing Integration,SEMI S345,Plasma Characteristics Analysis,Provided by vendor,Level 2,28,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
58,2024-01-01 08:00:00,TOF-001,99001,System for controlling gas flow rates,1,"Polyethylene, Aluminum",Vendor A,21712,12 weeks,High,External,A.2,TOF-MS Integration,SEMI S456,Spectral Analysis Test,Provided by vendor,Level 2,25,Custom packaging,"RoHS, REACH",Safety interlocks during operation,120.0
9,2024-05-01 08:00:00,NANO-002,99001,Plasma Cleaning Brush Unit,1,Inconel,Vendor D,25481,18 weeks,Medium,External,B.1,LC Integration,SEMI S234,Ultrasonic Testing,Provided by vendor,Level 1,66,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
7,2025-04-01 08:00:00,RFQ-002,30737,Plasma Control System,1,Electronic Components,Vendor BB,22536,14 weeks,Medium,External,A.1,CMP Technology,SEMI S456,Gas Composition Analysis,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during handling,115.0
43,2025-05-01 08:00:00,LID-001,11223,High-Voltage Modulator,1,Stainless Steel,Vendor G,5000,16 weeks,High,External,A.2,Robotic Assembly,SEMI S456,Gas Composition Analysis,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
29,2026-10-01 08:00:00,PSU-002,11223,Fourier Transform Infrared Spectroscopy Module,1,"Titanium, Polypropylene",Vendor D,28361,22 weeks,High,External,A.3,PRA Integration,SEMI S234,Beam Collimation Accuracy Test,Provided by vendor,Level 2,30,Custom crate,"RoHS, REACH",Safety interlocks during operation,186.0
23,2025-07-01 08:00:00,WHS-001,31288,High-performance vacuum system,1,"Aluminum, Glass",Vendor O,29109,14 weeks,Medium,External,A.2,Software Development,SEMI S789,Reactive Ionization Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
36,2025-07-01 08:00:00,THZ-001,11223,Ion source for plasma etching,1,"Ferrite, Copper",Vendor DD,27345,14 weeks,Medium,External,A.2,Precision Machining,SEMI S456,Resolution Enhancement Test,Provided by vendor,Level 1,51,Custom packaging,"RoHS, REACH",Safety interlocks during operation,114.0
50,2025-02-01 08:00:00,EC-002,61804,Scanning Probe Microscopy System,1,"Stainless Steel, Glass",Vendor GG,30000,10 weeks,Medium,External,A.1,Ion Implantation Process,SEMI S890,Polishing Uniformity Test,Provided by vendor,Level 2,28,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
47,2027-05-01 08:00:00,UTS-002,39908,High-Voltage Modulator,1,"Aluminum, Optical Glass",Vendor DDD,30000,15 weeks,High,External,B.2,Electronic Assembly,SEMI S345,Spectral Analysis Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,108.0
25,2024-04-01 08:00:00,AFR-002,99001,Main chamber body,1,"Electronic Components, Ceramic",Vendor AAA,7991,20 weeks,High,External,A.1,"Laser Cutting, Assembly",SEMI S456,Resolution Enhancement Test,Provided by vendor,Level 2,43,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
8,2027-09-01 08:00:00,LC-002,11223,Lid for chamber,1,"Polyethylene, Aluminum",Vendor U,10044,8 weeks,Medium,External,A.1,Remote Plasma Technology,SEMI S234,Visual Inspection,Provided by vendor,level 1,47,Custom crate,"RoHS, REACH",-,224.0
14,2025-10-01 08:00:00,RFI-002,19743,Plasma Control System,1,Stainless Steel,Vendor CC,28139,15 weeks,Medium,External,A.2,FTIR Spectroscopy Integration,SEMI S123,Leak Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
58,2025-06-01 08:00:00,HVM-002,60380,Terahertz Spectroscopy Module,1,"Inconel, Polyurethane",Vendor LL,23640,12 weeks,High,External,B.2,Quartz Fabrication,SEMI S234,Helium Leak Test,Provided by vendor,Level 1,26,Custom packaging,,Safety interlocks during operation,141.0
0,2026-01-01 08:00:00,PDM-002,56155,Plasma Control Software System,1,Various,Vendor X,23379,15 weeks,High,External,A.3,Quartz Fabrication,SEMI S234,Spectral Resolution Test,Provided by vendor,Level 2,137,,"RoHS, REACH",Safety interlocks during operation,240.0
0,2025-03-01 08:00:00,FTIR-001,99001,Cathode Voltage Limiter,1,Software,Vendor UU,30000,20 weeks,Medium,External,A.1,AFR Integration,SEMI S678,Analog Signal Accuracy Test,Provided by vendor,Level 2,44,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
3,2027-07-01 08:00:00,TOF-001,11223,Reactive Mass Spectrometry Module,1,Inconel,Vendor NN,28167,16 weeks,Medium,External,A.3,Hydrogen Activation Process,SEMI S456,Cleaning Efficiency Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,201.0
31,2023-11-01 08:00:00,WHS-001,11223,Chemical Mechanical Polishing Unit,1,"Ceramic, Polyurethane",Vendor C,5000,18 weeks,High,External,B.1,DAS Integration,SEMI S456,Mass Accuracy Test,Provided by vendor,Level 2,85,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
46,2025-03-01 08:00:00,DAC-002,28084,Main chamber body,1,Stainless Steel,Vendor GG,7992,10 weeks,High,External,A.2,TOF-MS Integration,SEMI S234,Mass Spectrometry Test,Provided by vendor,Level 2,96,Digital delivery,"RoHS, REACH",Safety interlocks during operation,187.0
22,2024-03-01 08:00:00,ISA-002,99001,Cathode Voltage Limiter,1,"Gold, Polymer",Vendor EEE,30000,20 weeks,High,External,A.3,Photolithography Integration,SEMI S678,Software Testing,Provided by vendor,Level 2,55,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
58,2026-02-01 08:00:00,MAS-002,18194,Micro-Etching Module,1,Aluminum Alloy,Vendor RR,8657,10 weeks,Medium,External,A.2,RFS Integration,SEMI S456,Plasma Uniformity Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,114.0
58,2025-07-01 08:00:00,CMP-002,11223,Liquid Chromatography Unit,1,Various,Vendor P,22849,18 weeks,High,External,A.1,EUV Technology,SEMI S234,Dielectric Barrier Discharge Test,Provided by vendor,Level 2,46,Custom packaging,"RoHS, REACH",Safety interlocks during operation,217.0
36,2026-01-01 08:00:00,PDM-002,90080,RF Generator and Electrostatic Chuck Assembly,1,"Stainless Steel, Glass",Vendor DDD,28802,10 weeks,Medium,External,A.2,"Laser Cutting, Assembly",SEMI S234,Plasma Resonance Frequency Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
2,2024-04-01 08:00:00,SPA-001,62400,RF Generator and Electrostatic Chuck Assembly,1,"Stainless Steel, Glass",Vendor QQ,10032,8 weeks,High,External,A.1,Filtration and Purification,SEMI S567,Acoustic Wave Control Test,Provided by vendor,Level 1,62,Custom packaging,"RoHS, REACH",-,90.0
50,2027-04-01 08:00:00,HVM-002,13741,Closed-loop coolant system,1,"Aluminum, Optical Glass",Vendor W,18414,16 weeks,High,External,A.2,MAS Integration,SEMI S234,Particle Acceleration Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
58,2025-02-01 08:00:00,MEMS-002,11223,Spectroscopic Ellipsometry Module,1,"Electronic Components, Ceramic",Vendor CC,5000,18 weeks,Medium,External,A.1,SPS Integration,SEMI S567,Helium Leak Test,Provided by vendor,Level 2,46,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,90.0
49,2024-01-01 08:00:00,VS-002,66443,RF Generator and Electrostatic Chuck Assembly,1,"Ferrite, Copper",Vendor C,30000,16 weeks,High,External,A.2,Integration of Components,SEMI S345,Temperature Profile Test,Provided by vendor,Level 2,72,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
0,2024-06-01 08:00:00,LID-001,20198,Main chamber body,1,Stainless Steel,Vendor F,5000,12 weeks,Medium,External,A.3,"CNC Machining, Welding",SEMI S789,Ellipsometry Accuracy Test,Provided by vendor,Level 1,25,,"RoHS, REACH",-,90.0
4,2024-11-01 08:00:00,ION-002,99001,Plasma Monitoring System,1,Electronic Components,Vendor HH,20202,16 weeks,Medium,External,B.2,Precision Machining,SEMI S890,Plasma Resonance Frequency Test,Provided by vendor,Level 1,72,Custom crate,"RoHS, REACH",-,90.0
52,2025-08-01 08:00:00,LID-001,11223,Chemical Mechanical Polishing Unit,1,Stainless Steel,Vendor ZZ,10944,18 weeks,High,External,A.1,HVM Integration,SEMI S234,Gas Composition Analysis,Provided by vendor,Level 2,25,,"RoHS, REACH",Safety interlocks during operation,231.0
0,2023-08-01 08:00:00,GDS-001,11223,Gas Chromatography Module,1,Stainless Steel,Vendor O,5000,12 weeks,Medium,External,A.1,HVM Integration,SEMI S789,Gas Composition Analysis,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,125.0
10,2026-05-01 08:00:00,EUV-001,95543,Magnetic Field Manipulation Unit,1,Various,Vendor P,30000,12 weeks,High,External,A.3,Remote Plasma Technology,SEMI S234,Gas Flow Stability Test,Provided by vendor,Level 2,143,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
45,2024-08-01 08:00:00,PSA-001,11223,Acoustic Control Unit,1,"Polyethylene, Silicon",Vendor MM,30000,16 weeks,High,External,B.2,LBC Integration,SEMI S234,Spectral Resolution Test,Provided by vendor,Level 2,25,,"RoHS, REACH",Safety interlocks during operation,240.0
45,2024-11-01 08:00:00,TOF-001,30928,Spectroscopic Ellipsometry Module,1,"Titanium, Polypropylene",Vendor OO,5000,20 weeks,High,External,A.3,EDA Integration,SEMI S567,Ellipsometry Accuracy Test,Provided by vendor,Level 2,41,Custom packaging,"RoHS, REACH",Safety interlocks during operation,237.0
15,2023-06-01 08:00:00,GDS-001,14310,Closed-loop coolant system,1,"Aluminum, Glass",Vendor T,5000,12 weeks,Medium,External,B.1,MAS Integration,SEMI S890,Electrical Tests,Provided by vendor,Level 1,49,,"RoHS, REACH",-,90.0
43,2025-03-01 08:00:00,NANO-002,64696,Diagnostic tools for monitoring plasma,1,"Copper, Silicon",Vendor DD,30000,20 weeks,High,External,B.2,Integration of Diagnostics,SEMI S789,Diagnostics Performance Test,Provided by vendor,Level 2,107,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
3,2023-06-01 08:00:00,PLC-002,11223,Plasma Cleaning Brush Unit,1,Stainless Steel,Vendor LL,15865,12 weeks,Medium,External,A.2,Robotic Assembly,SEMI S567,Reactive Ionization Test,Provided by vendor,Level 1,40,Custom crate,"RoHS, REACH",-,109.0
0,2025-05-01 08:00:00,EC-002,76851,Mass Spectrometry Analyzer,1,"Titanium, Glass",Vendor UU,14145,10 weeks,High,External,B.1,THZ Spectroscopy Integration,SEMI S456,Activation Efficiency Test,Provided by vendor,Level 1,158,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
58,2027-04-01 08:00:00,ACU-002,11223,Control system for plasma parameters,1,Stainless Steel,Vendor X,5000,10 weeks,Medium,External,B.1,TOF-MS Integration,SEMI S345,Plasma Characteristics Analysis,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
0,2023-03-01 08:00:00,AFR-002,31391,Advanced Plasma Source,1,"Stainless Steel, Glass",Vendor DD,30000,16 weeks,High,External,A.3,TOF-MS Integration,SEMI S123,Cleaning Efficiency Test,Provided by vendor,Level 2,133,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
0,2026-02-01 08:00:00,AFR-002,99001,Gas distribution manifold,1,Zinc Sulfide,Vendor HH,20939,10 weeks,Medium,External,A.2,Ultrasonic Testing Integration,SEMI S789,Software Testing,Provided by vendor,Level 1,64,Custom crate,"RoHS, REACH",-,90.0
58,2023-03-01 08:00:00,EDA-001,11223,Electrochemical Deposition Apparatus,1,"Plastic, Aluminum",Vendor QQ,14230,14 weeks,High,External,B.2,Quartz Fabrication,SEMI S678,Plasma Resonance Frequency Test,Provided by vendor,Level 2,34,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
0,2024-04-01 08:00:00,GDS-001,99001,Diagnostic tools for monitoring plasma,1,Various,Vendor W,30000,12 weeks,High,External,B.2,TOF-MS Integration,SEMI S234,Deposition Uniformity Test,Provided by vendor,Level 2,132,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
58,2027-09-01 08:00:00,PCS-002,27544,Residual Gas Analyzer,1,"Electronic Components, Ceramic",Vendor FFF,18183,8 weeks,Medium,External,A.2,Photolithography Integration,SEMI S678,Plasma Characteristics Analysis,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,92.0
37,2026-02-01 08:00:00,PMS-001,15401,Reactive Mass Spectrometry Module,1,Carbon Composite,Vendor HH,19162,12 weeks,Medium,External,A.2,"CNC Machining, Welding",SEMI S789,Pressure Uniformity Test,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",Safety interlocks during maintenance,90.0
0,2027-04-01 08:00:00,PCU-002,15269,Specialized chamber for etching process,1,Quartz,Vendor BBB,30000,12 weeks,High,External,A.1,Integration of Diagnostics,SEMI S456,Gas Purity Analysis,Provided by vendor,Level 1,53,Custom packaging,"RoHS, REACH",-,240.0
0,2027-01-01 08:00:00,EUV-001,99001,High-Voltage Modulator,1,Ceramic,Vendor E,30000,18 weeks,High,External,A.3,Electronics Integration,SEMI S234,Beam Collimation Accuracy Test,Provided by vendor,level 1,200,Custom packaging,"RoHS, REACH",Safety interlocks during operation,90.0
29,2027-01-01 08:00:00,EUV-001,34699,Micro-Etching Module,1,"Gold, Polymer",Vendor FF,27334,15 weeks,High,External,A.1,Quartz Fabrication,SEMI S234,Terahertz Wave Analysis,Provided by vendor,Level 2,110,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
0,2027-05-01 08:00:00,PDM-002,96970,Gas distribution manifold,1,Various,Vendor X,30000,20 weeks,High,External,A.3,MEMS Fabrication,SEMI S234,Diagnostics Performance Test,Provided by vendor,Level 2,113,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
24,2025-07-01 08:00:00,CS-002,99001,Closed-loop coolant system,1,Carbon Composite,Vendor VV,30000,12 weeks,Medium,External,B.2,RFS Integration,SEMI S456,Robotic Tests,Provided by vendor,Level 1,200,Custom crate,"RoHS, REACH",-,90.0
58,2026-12-01 08:00:00,PCS-002,43531,Advanced Plasma Source,1,"Glass, Quartz",Vendor W,11130,14 weeks,Medium,External,B.2,EDA Integration,SEMI S789,Wavelength Accuracy Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",-,90.0
51,2024-02-01 08:00:00,WHS-001,29908,Plasma Resonance Analyzer,1,"Stainless Steel, Polyethylene",Vendor YY,30000,10 weeks,High,External,B.1,LC Integration,SEMI S456,Plasma Resonance Frequency Test,Provided by vendor,Level 1,25,Custom packaging,"RoHS, REACH",-,90.0
58,2024-12-01 08:00:00,EMF-002,11223,RF Generator and Electrostatic Chuck Assembly,1,"Glass, Quartz",Vendor YY,30000,15 weeks,High,External,B.1,FTS Integration,SEMI S678,Mass Resolution Test,Provided by vendor,Level 2,25,,"RoHS, REACH",Safety interlocks during operation,118.0
12,2025-07-01 08:00:00,EDA-001,88761,Time-of-Flight Mass Spectrometry Module,1,Various,Vendor P,30000,22 weeks,High,External,A.3,LC Integration,SEMI S234,Activation Efficiency Test,Provided by vendor,Level 2,79,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
0,2027-07-01 08:00:00,GPS-002,22939,Reactive Mass Spectrometry Module,1,"Copper, Ceramic",Vendor YY,21345,12 weeks,Medium,External,B.1,Photolithography Integration,SEMI S789,Electrical Safety Tests,Provided by vendor,Level 1,109,Custom crate,"RoHS, REACH",Safety interlocks during operation,90.0
52,2024-09-01 08:00:00,PMS-001,99001,Atomic Force Resonance Module,1,"Titanium, Silicon",Vendor U,30000,15 weeks,High,External,B.2,FTS Integration,SEMI S345,Resolution Test,Provided by vendor,Level 2,64,Custom crate,"RoHS, REACH",-,202.0
54,2026-11-01 08:00:00,THZ-001,47854,Precision temperature control,1,Stainless Steel,Vendor ZZ,30000,22 weeks,High,External,B.1,Flow Rate Calibration,SEMI S567,Deposition Uniformity Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,209.0
15,2026-01-01 08:00:00,AFR-002,12266,Ion source for plasma etching,1,"Copper, Silicon",Vendor R,29662,14 weeks,Medium,External,A.2,Flow Rate Calibration,SEMI S567,Voltage Modulation Test,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during operation,240.0
58,2025-02-01 08:00:00,EC-002,11223,Photolithography Enhancement Unit,1,"Stainless Steel, Glass",Vendor YY,30000,12 weeks,High,External,A.3,RMS Integration,SEMI S345,Resonance Frequency Test,Provided by vendor,Level 1,31,,"RoHS, REACH",-,90.0
3,2026-11-01 08:00:00,RFS-002,19370,Plasma Control Software System,1,Electronic Components,Vendor V,5000,14 weeks,Medium,External,A.1,Advanced Plasma Generation,SEMI S123,Gas Composition Analysis,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,90.0
9,2024-02-01 08:00:00,PCB-002,33224,Ion source for plasma etching,1,"Aluminum Alloy, Glass",Vendor II,20026,20 weeks,High,External,B.2,EDA Integration,ISO 9001,Pressure Uniformity Test,Provided by vendor,Level 2,58,,"RoHS, REACH",Safety interlocks during operation,214.0
3,2023-06-01 08:00:00,TOF-001,11223,Photolithography Enhancement Unit,1,"Aluminum Alloy, Ceramic",Vendor GG,30000,20 weeks,Medium,External,A.3,Integration of Diagnostics,SEMI S456,Resonance Frequency Test,Provided by vendor,Level 2,59,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
0,2026-04-01 08:00:00,LPC-002,11223,Mid-Infrared Spectroscopy Module,1,Titanium,Vendor P,25381,15 weeks,High,External,A.1,EDA Integration,SEMI S789,Particle Acceleration Test,Provided by vendor,Level 2,27,Custom packaging,"RoHS, REACH",Safety interlocks during operation,240.0
15,2027-04-01 08:00:00,DIE-001,15606,Time-of-Flight Mass Spectrometry Module,1,"Stainless Steel, Glass",Vendor SS,30000,15 weeks,Medium,External,B.2,EDA Integration,SEMI S234,Visual Inspection,Provided by vendor,Level 1,75,Custom crate,"RoHS, REACH",,150.0
0,2026-03-01 08:00:00,HGA-001,11223,High-Energy Accelerator,1,Stainless Steel,Vendor KK,5000,10 weeks,Medium,External,B.2,"CNC Machining, Welding",SEMI S567,Visual Inspection,Provided by vendor,Level 1,25,Custom crate,"RoHS, REACH",-,94.0
8,2023-09-01 08:00:00,MAS-002,22708,Ion source for plasma etching,1,Stainless Steel,Vendor EE,20592,15 weeks,Medium,External,A.1,Integration of Diagnostics,SEMI S234,Leak Test,Provided by vendor,Level 2,71,Custom crate,"RoHS, REACH",Safety interlocks during operation,211.0
58,2023-08-01 08:00:00,PCB-002,50299,Remote Plasma Inspection Unit,1,"Titanium, Glass",Vendor M,30000,14 weeks,High,External,A.2,Integration of Diagnostics,SEMI S234,Terahertz Wave Analysis,Provided by vendor,Level 2,25,Custom crate,"RoHS, REACH",Safety interlocks during handling,94.0
47,2024-09-01 08:00:00,DAS-002,11223,Main chamber body,1,"Ferrite, Copper",Vendor EEE,26767,8 weeks,Medium,External,A.3,"Laser Cutting, Assembly",SEMI S345,Cleaning Efficiency Test,Provided by vendor,level 1,29,,"RoHS, REACH",-,116.0
52,2026-07-01 08:00:00,DTP-001,99001,Time-of-Flight Mass Spectrometry Module,1,Ceramic,Vendor GG,30000,22 weeks,Medium,External,A.3,HEA Integration,SEMI S789,Magnetic Field Uniformity Test,Provided by vendor,Level 2,29,Custom crate,"RoHS, REACH",Safety interlocks during operation,197.0
0,2027-11-01 08:00:00,MEMS-002,11223,Photolithography Enhancement Unit,1,"Stainless Steel, Glass",Vendor XYZ,5000,8 weeks,Medium,External,A.2,Integration of Diagnostics,SEMI S678,Spectral Resolution Test,Provided by vendor,Level 1,50,Custom crate,"RoHS, REACH",-,90.0
